Order,Family,Subfamily,Genus,Type Species?,Species,Exemplar Accession Number,Exemplar Isolate,Genome Composition,Last Change,MSL of Last Changed,Proposal,Taxon History URL
Mononegavirales,Rhabdoviridae,,Sigmavirus,1,Drosophila melanogaster sigmavirus,,,ssRNA(-),"Renamed,Moved,Assigned as Type Species,",27,2011.007a-dV.A.v2.Sigmavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140847
Mononegavirales,Rhabdoviridae,,Sigmavirus,0,Drosophila obscura sigmavirus,,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140848
Mononegavirales,Rhabdoviridae,,Sigmavirus,0,Drosophila tristis sigmavirus,,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140849
Mononegavirales,Rhabdoviridae,,Sigmavirus,0,Muscina stabulans sigmavirus,,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140850
Mononegavirales,Rhabdoviridae,,Sprivivirus,0,Pike fry rhabdovirus,,,ssRNA(-),"New,",28,2012.002a-fV.A.v3.Sprivivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140852
Mononegavirales,Rhabdoviridae,,Sprivivirus,1,Spring viraemia of carp virus,,,ssRNA(-),"Moved,",28,2012.002a-fV.A.v3.Sprivivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140853
Mononegavirales,Rhabdoviridae,,Tibrovirus,0,Coastal Plains virus,,,ssRNA(-),"New,",27,2011.008a-dV.A.v2.Tibrovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140855
Mononegavirales,Rhabdoviridae,,Tibrovirus,1,Tibrogargan virus,,,ssRNA(-),"New,Assigned as Type Species,",27,2011.008a-dV.A.v2.Tibrovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140856
Mononegavirales,Rhabdoviridae,,Tupavirus,1,Durham virus,,,ssRNA(-),"New,",28,2012.003a-fV.A.v2.Tupavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140858
Mononegavirales,Rhabdoviridae,,Tupavirus,0,Tupaia virus,,,ssRNA(-),"Moved,",28,2012.003a-fV.A.v2.Tupavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140859
Mononegavirales,Rhabdoviridae,,Unassigned,0,Flanders virus,,,ssRNA(-),"New,",25,"2009.012a,bV.v2.Rhabdoviridae_Flanders-Sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140861
Mononegavirales,Rhabdoviridae,,Unassigned,0,Moussa virus,,,ssRNA(-),"New,",26,2010.009aV.A.v2.Rhabdoviridae-sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140862
Mononegavirales,Rhabdoviridae,,Unassigned,0,Ngaingan virus,,,ssRNA(-),"New,",25,"2009.017a,bV.v2.Rhabdoviridae_Ngaingan-Sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140863
Mononegavirales,Rhabdoviridae,,Unassigned,0,Wongabel virus,,,ssRNA(-),"New,",25,"2009.018a,bV.v2.Rhabdoviridae_Wongabel-Sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140864
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Carajas virus,,,ssRNA(-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140866
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Chandipura virus,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140867
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Cocal virus,,,ssRNA(-),"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140868
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Isfahan virus,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140869
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Maraba virus,,,ssRNA(-),"New,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140870
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Piry virus,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140871
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Vesicular stomatitis Alagoas virus,,,ssRNA(-),"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140872
Mononegavirales,Rhabdoviridae,,Vesiculovirus,1,Vesicular stomatitis Indiana virus,,,ssRNA(-),"Renamed,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140873
Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,Vesicular stomatitis New Jersey virus,,,ssRNA(-),"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140874
Nidovirales,Arteriviridae,,Arterivirus,1,Equine arteritis virus,,,ssRNA(+),"Moved,",15,Ratification_1996,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140879
Nidovirales,Arteriviridae,,Arterivirus,0,Lactate dehydrogenase-elevating virus,,,ssRNA(+),"Moved,",15,Ratification_1996,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140880
Nidovirales,Arteriviridae,,Arterivirus,0,Porcine reproductive and respiratory syndrome virus,,,ssRNA(+),"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140881
Nidovirales,Arteriviridae,,Arterivirus,0,Simian hemorrhagic fever virus,,,ssRNA(+),"Moved,",15,Ratification_1996,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140882
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,1,Alphacoronavirus 1,,,ssRNA(+),"Merged,Renamed,Moved,Assigned as Type Species,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140886
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Human coronavirus 229E,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140887
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Human coronavirus NL63,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140888
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Miniopterus bat coronavirus 1,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140889
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Miniopterus bat coronavirus HKU8,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140890
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Porcine epidemic diarrhea virus,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140891
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Rhinolophus bat coronavirus HKU2,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140892
Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,Scotophilus bat coronavirus 512,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140893
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,Betacoronavirus 1,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140895
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,Human coronavirus HKU1,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140896
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,1,Murine coronavirus,,,ssRNA(+),"Merged,Renamed,Moved,Assigned as Type Species,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140897
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,Pipistrellus bat coronavirus HKU5,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140898
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,Rousettus bat coronavirus HKU9,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140899
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,Severe acute respiratory syndrome-related coronavirus,,,ssRNA(+),"Renamed,Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140900
Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,Tylonycteris bat coronavirus HKU4,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140901
Nidovirales,Coronaviridae,Coronavirinae,Deltacoronavirus,1,Bulbul coronavirus HKU11,,,ssRNA(+),"New,Assigned as Type Species,",26,2010.023a-dV.A.v2.Deltacoronavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140903
Nidovirales,Coronaviridae,Coronavirinae,Deltacoronavirus,0,Munia coronavirus HKU13,,,ssRNA(+),"New,",26,2010.023a-dV.A.v2.Deltacoronavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140904
Nidovirales,Coronaviridae,Coronavirinae,Deltacoronavirus,0,Thrush coronavirus HKU12,,,ssRNA(+),"New,",26,2010.023a-dV.A.v2.Deltacoronavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140905
Nidovirales,Coronaviridae,Coronavirinae,Gammacoronavirus,1,Avian coronavirus,,,ssRNA(+),"Merged,Renamed,Moved,Assigned as Type Species,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140907
Nidovirales,Coronaviridae,Coronavirinae,Gammacoronavirus,0,Beluga whale coronavirus SW1,,,ssRNA(+),"New,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140908
Nidovirales,Coronaviridae,Torovirinae,Bafinivirus,1,White bream virus,,,ssRNA(+),"New,Assigned as Type Species,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140911
Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,Bovine torovirus,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140913
Nidovirales,Coronaviridae,Torovirinae,Torovirus,1,Equine torovirus,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140914
Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,Human torovirus,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140915
Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,Porcine torovirus,,,ssRNA(+),"Moved,",25,2008.085-122V.v4.Coronaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140916
Nidovirales,Mesoniviridae,,Alphamesonivirus,1,Alphamesonivirus 1,,,ssRNA(+),"New,Assigned as Type Species,",27,2011.001a-gI.A.v2.Mesoniviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140920
Nidovirales,Roniviridae,,Okavirus,1,Gill-associated virus,,,ssRNA(+),"New,Assigned as Type Species,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140924
Picornavirales,Dicistroviridae,,Aparavirus,1,Acute bee paralysis virus,,,ssRNA(+),"Moved,Assigned as Type Species,",25,"2008.001-004,6I.v3.Aparavirus",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140929
Picornavirales,Dicistroviridae,,Aparavirus,0,Israeli acute paralysis virus,,,ssRNA(+),"New,",25,"2008.001-004,6I.v3.Aparavirus",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140930
Picornavirales,Dicistroviridae,,Aparavirus,0,Kashmir bee virus,,,ssRNA(+),"Moved,",25,"2008.001-004,6I.v3.Aparavirus",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140931
Picornavirales,Dicistroviridae,,Aparavirus,0,Mud crab virus,,,ssRNA(+),"New,",26,2011.004aI.A.v1.Aparavirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140932
Picornavirales,Dicistroviridae,,Aparavirus,0,Solenopsis invicta virus-1,,,ssRNA(+),"Moved,",25,"2008.001-004,6I.v3.Aparavirus",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140933
Picornavirales,Dicistroviridae,,Aparavirus,0,Taura syndrome virus,,,ssRNA(+),"Moved,",25,"2008.001-004,6I.v3.Aparavirus",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140934
Picornavirales,Dicistroviridae,,Cripavirus,0,Aphid lethal paralysis virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140936
Picornavirales,Dicistroviridae,,Cripavirus,0,Black queen cell virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140937
Picornavirales,Dicistroviridae,,Cripavirus,1,Cricket paralysis virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140938
Picornavirales,Dicistroviridae,,Cripavirus,0,Drosophila C virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140939
Picornavirales,Dicistroviridae,,Cripavirus,0,Himetobi P virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140940
Picornavirales,Dicistroviridae,,Cripavirus,0,Homalodisca coagulata virus-1,,,ssRNA(+),"New,",25,2008.005I.v3.Cripavirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140941
Picornavirales,Dicistroviridae,,Cripavirus,0,Plautia stali intestine virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140942
Picornavirales,Dicistroviridae,,Cripavirus,0,Rhopalosiphum padi virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140943
Picornavirales,Dicistroviridae,,Cripavirus,0,Triatoma virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140944
Picornavirales,Iflaviridae,,Iflavirus,0,Deformed wing virus,,,ssRNA(+),"New,",24,2005.120I.04.Ifla,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140948
Picornavirales,Iflaviridae,,Iflavirus,0,Ectropis obliqua virus,,,ssRNA(+),"New,",24,2005.120I.04.Ifla,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140949
Picornavirales,Iflaviridae,,Iflavirus,1,Infectious flacherie virus,,,ssRNA(+),"Moved,",24,2006.029-31I.04.Iflaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140950
Picornavirales,Iflaviridae,,Iflavirus,0,Lygus lineolaris virus 1,,,ssRNA(+),"New,",28,2013.001aI.A.v2.Iflavirus_2sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140951
Picornavirales,Iflaviridae,,Iflavirus,0,Nilaparvata lugens honeydew virus 1,,,ssRNA(+),"New,",28,2013.001aI.A.v2.Iflavirus_2sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140952
Picornavirales,Iflaviridae,,Iflavirus,0,Perina nuda virus,,,ssRNA(+),"Moved,",24,2006.029-31I.04.Iflaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140953
Picornavirales,Iflaviridae,,Iflavirus,0,Sacbrood virus,,,ssRNA(+),"Moved,",24,2006.029-31I.04.Iflaviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140954
Picornavirales,Iflaviridae,,Iflavirus,0,Slow bee paralysis virus,,,ssRNA(+),"New,",26,2011.005aI.A.v1.Iflavirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140955
Picornavirales,Iflaviridae,,Iflavirus,0,Varroa destructor virus-1,,,ssRNA(+),"New,",24,2005.120I.04.Ifla,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140956
Picornavirales,Marnaviridae,,Marnavirus,1,Heterosigma akashiwo RNA virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140960
Picornavirales,Picornaviridae,,Aphthovirus,0,Bovine rhinitis A virus,,,ssRNA(+),"New,",26,2011.016aV.A.v2.Aphthovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140964
Picornavirales,Picornaviridae,,Aphthovirus,0,Bovine rhinitis B virus,,,ssRNA(+),"New,",25,2008.083V.BRBV-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140965
Picornavirales,Picornaviridae,,Aphthovirus,0,Equine rhinitis A virus,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140966
Picornavirales,Picornaviridae,,Aphthovirus,1,Foot-and-mouth disease virus,,,ssRNA(+),"Moved,",24,2005.200-2G.04.Picornavirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140967
Picornavirales,Picornaviridae,,Aquamavirus,1,Aquamavirus A,,,ssRNA(+),"New,Assigned as Type Species,",27,2011.015a-dV.A.v1.Aquamavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140969
Picornavirales,Picornaviridae,,Avihepatovirus,1,Avihepatovirus A,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140971
Picornavirales,Picornaviridae,,Avisivirus,1,Avisivirus A,,,ssRNA(+),"New,",28,2013.009a-dV.A.v1.Avisivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140973
Picornavirales,Picornaviridae,,Cardiovirus,1,Cardiovirus A,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140975
Picornavirales,Picornaviridae,,Cardiovirus,0,Cardiovirus B,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140976
Picornavirales,Picornaviridae,,Cardiovirus,0,Cardiovirus C,JQ864242,Boone cardiovirus 1,ssRNA(+),"New,",29,2014.014aV.A.v2.Cardiovirus_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140977
Picornavirales,Picornaviridae,,Cosavirus,1,Cosavirus A,,,ssRNA(+),"New,Assigned as Type Species,",27,2011.017a-dV.A.v1.Cosavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140979
Picornavirales,Picornaviridae,,Dicipivirus,1,Cadicivirus A,,,ssRNA(+),"New,Assigned as Type Species,",27,2012.013a-dV.A.v1.Dicipivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140981
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus A,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140983
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus B,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140984
Picornavirales,Picornaviridae,,Enterovirus,1,Enterovirus C,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140985
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus D,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140986
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus E,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140987
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus F,,,ssRNA(+),"New,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140988
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus G,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140989
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus H,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140990
Picornavirales,Picornaviridae,,Enterovirus,0,Enterovirus J,,,ssRNA(+),"New,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140991
Picornavirales,Picornaviridae,,Enterovirus,0,Rhinovirus A,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140992
Picornavirales,Picornaviridae,,Enterovirus,0,Rhinovirus B,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140993
Picornavirales,Picornaviridae,,Enterovirus,0,Rhinovirus C,,,ssRNA(+),"Renamed,",27,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140994
Picornavirales,Picornaviridae,,Erbovirus,1,Erbovirus A,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140996
Picornavirales,Picornaviridae,,Gallivirus,1,Gallivirus A,,,ssRNA(+),"New,",28,2013.007a-dV.A.v1.Gallivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140998
Picornavirales,Picornaviridae,,Hepatovirus,1,Hepatovirus A,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141000
Picornavirales,Picornaviridae,,Hunnivirus,1,Hunnivirus A,,,ssRNA(+),"New,",28,2013.008a-dV.A.v2.Hunnivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141002
Picornavirales,Picornaviridae,,Kobuvirus,1,Aichivirus A,,,ssRNA(+),"Renamed,",27,"2012.014aV.A.v1.Kobuvirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141004
Picornavirales,Picornaviridae,,Kobuvirus,0,Aichivirus B,,,ssRNA(+),"Renamed,",27,"2012.014aV.A.v1.Kobuvirus-Sp,Ren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141005
Picornavirales,Picornaviridae,,Kobuvirus,0,Aichivirus C,,,ssRNA(+),"New,",27,2011.020aV.A.v2.Kobuvirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141006
Picornavirales,Picornaviridae,,Kunsagivirus,1,Kunsagivirus A,KC935379,SZAL6-KuV/2011/HUN,ssRNA(+),"New,",29,2014.015a-dV.A.v3.Kunsagivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141037
Picornavirales,Picornaviridae,,Megrivirus,1,Melegrivirus A,,,ssRNA(+),"New,Assigned as Type Species,",27,2011.019a-dV.A.v2.Megrivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141008
Picornavirales,Picornaviridae,,Mischivirus,1,Mischivirus A,,,ssRNA(+),"New,",28,2013.010a-dV.A.v1.Mischivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141010
Picornavirales,Picornaviridae,,Mosavirus,1,Mosavirus A,,,ssRNA(+),"New,",28,2013.011a-dV.A.v1.Mosavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141012
Picornavirales,Picornaviridae,,Oscivirus,1,Oscivirus A,,,ssRNA(+),"New,",28,2013.012a-dV.A.v2.Oscivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141014
Picornavirales,Picornaviridae,,Parechovirus,1,Parechovirus A,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141016
Picornavirales,Picornaviridae,,Parechovirus,0,Parechovirus B,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141017
Picornavirales,Picornaviridae,,Pasivirus,1,Pasivirus A,,,ssRNA(+),"New,",28,2013.013a-dV.A.v1.Pasivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141019
Picornavirales,Picornaviridae,,Passerivirus,1,Passerivirus A,,,ssRNA(+),"New,",28,2013.015a-dV.A.v2.Passerivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141021
Picornavirales,Picornaviridae,,Rosavirus,1,Rosavirus A,,,ssRNA(+),"New,",28,2013.014a-dV.A.v1.Rosavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141023
Picornavirales,Picornaviridae,,Sakobuvirus,1,Sakobuvirus A,KF387721,"feline sakobuvirus 1, FFUP1/Portugal/2012",ssRNA(+),"New,",29,2014.017a-dV.A.v3.Sakobuvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141039
Picornavirales,Picornaviridae,,Salivirus,1,Salivirus A,,,ssRNA(+),"New,Assigned as Type Species,",27,2011.021a-dV.A.v1.Salivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141025
Picornavirales,Picornaviridae,,Sapelovirus,0,Avian sapelovirus,,,ssRNA(+),"New,",25,2007.103-6V.v3.Sapelovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141027
Picornavirales,Picornaviridae,,Sapelovirus,1,Sapelovirus A,,,ssRNA(+),"Renamed,",29,2014.016aV.A.v1.Picornaviridae_spren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141028
